chgNo,description,CPT,revCode,chgAmt
101737,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1492.50
101738,CT Lumbar spine ct without contrast,72131,0351,1237.00
101739,CT pelvis ct without contrast,72192,0351,1945.75
101740,CT HEAD CT WITHOUT CONTRAST,70450,0351,2163.50
101741,CT Head ct with contrast,70460,0351,948.25
101742,CT chest ct without contrast,71250,0351,2000.00
101743,CT CHEST CT WITH CONTRAST,71260,0351,656.75
101744,CT Abdomen and pelvis ct without contrast,74176,0351,2125.50
101745,CT abdomen and pelvis ct with contrast,74177,0351,1962.25
101746,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,968.00
101747,CT Lumbar spine ct without contrast,72131,0351,617.75
101748,CT pelvis ct without contrast,72192,0351,1069.50
101749,CT HEAD CT WITHOUT CONTRAST,70450,0351,949.00
101750,CT Head ct with contrast,70460,0351,1349.75
101751,CT chest ct without contrast,71250,0351,1829.50
101752,CT CHEST CT WITH CONTRAST,71260,0351,636.25
101753,CT Abdomen and pelvis ct without contrast,74176,0351,1402.00
101754,CT abdomen and pelvis ct with contrast,74177,0351,1252.75
101755,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1296.50
101756,CT Lumbar spine ct without contrast,72131,0351,2184.25
101757,CT pelvis ct without contrast,72192,0351,1743.00
101758,CT HEAD CT WITHOUT CONTRAST,70450,0351,602.75
101759,CT Head ct with contrast,70460,0351,690.50
101760,CT chest ct without contrast,71250,0351,1201.00
101761,CT CHEST CT WITH CONTRAST,71260,0351,1088.75
101762,CT Abdomen and pelvis ct without contrast,74176,0351,651.50
101763,CT abdomen and pelvis ct with contrast,74177,0351,1466.25
101764,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1650.00
101765,CT Lumbar spine ct without contrast,72131,0351,969.75
101766,CT pelvis ct without contrast,72192,0351,1286.50
101767,CT HEAD CT WITHOUT CONTRAST,70450,0351,2029.25
101768,CT Head ct with contrast,70460,0351,1163.00
101769,CT chest ct without contrast,71250,0351,1324.75
101770,CT CHEST CT WITH CONTRAST,71260,0351,1792.50
101771,CT Abdomen and pelvis ct without contrast,74176,0351,2040.00
101772,CT abdomen and pelvis ct with contrast,74177,0351,1361.75
101773,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2157.50
101774,CT Lumbar spine ct without contrast,72131,0351,670.25
101775,CT pelvis ct without contrast,72192,0351,1001.00
101776,CT HEAD CT WITHOUT CONTRAST,70450,0351,836.75
101777,CT Head ct with contrast,70460,0351,1751.50
101778,CT chest ct without contrast,71250,0351,979.25
101779,CT CHEST CT WITH CONTRAST,71260,0351,1131.00
101780,CT Abdomen and pelvis ct without contrast,74176,0351,1394.75
101781,CT abdomen and pelvis ct with contrast,74177,0351,888.50
101782,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1615.00
101783,CT Lumbar spine ct without contrast,72131,0351,855.75
101784,CT pelvis ct without contrast,72192,0351,1917.50
101785,CT HEAD CT WITHOUT CONTRAST,70450,0351,944.25
101786,CT Head ct with contrast,70460,0351,1394.00
101787,CT chest ct without contrast,71250,0351,2137.75
101788,CT CHEST CT WITH CONTRAST,71260,0351,1366.50
101789,CT Abdomen and pelvis ct without contrast,74176,0351,1200.25
101790,CT abdomen and pelvis ct with contrast,74177,0351,1302.00
101791,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,879.75
101792,CT Lumbar spine ct without contrast,72131,0351,1512.50
101793,CT pelvis ct without contrast,72192,0351,1058.00
101794,CT HEAD CT WITHOUT CONTRAST,70450,0351,1223.75
101795,CT Head ct with contrast,70460,0351,2111.50
101796,CT chest ct without contrast,71250,0351,1482.25
101797,CT CHEST CT WITH CONTRAST,71260,0351,1513.00
101798,CT Abdomen and pelvis ct without contrast,74176,0351,1292.75
101799,CT abdomen and pelvis ct with contrast,74177,0351,1956.50
101800,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1947.25
101801,CT Lumbar spine ct without contrast,72131,0351,1689.00
101802,CT pelvis ct without contrast,72192,0351,1946.75
101803,CT HEAD CT WITHOUT CONTRAST,70450,0351,915.50
101804,CT Head ct with contrast,70460,0351,805.00
101805,CT chest ct without contrast,71250,0351,2107.75
101806,CT CHEST CT WITH CONTRAST,71260,0351,1586.50
101807,CT Abdomen and pelvis ct without contrast,74176,0351,658.25
101808,CT abdomen and pelvis ct with contrast,74177,0351,2068.00
101809,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,595.75
101810,CT Lumbar spine ct without contrast,72131,0351,1622.50
101811,CT pelvis ct without contrast,72192,0351,1805.25
101812,CT HEAD CT WITHOUT CONTRAST,70450,0351,1645.00
101813,CT Head ct with contrast,70460,0351,1825.75
101814,CT chest ct without contrast,71250,0351,1013.50
101815,CT CHEST CT WITH CONTRAST,71260,0351,786.00
101816,CT Abdomen and pelvis ct without contrast,74176,0351,612.75
101817,CT abdomen and pelvis ct with contrast,74177,0351,1966.50
101818,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1899.25
101819,CT Lumbar spine ct without contrast,72131,0351,2184.00
101820,CT pelvis ct without contrast,72192,0351,1428.75
101821,CT HEAD CT WITHOUT CONTRAST,70450,0351,1632.50
101822,CT Head ct with contrast,70460,0351,1037.25
101823,CT chest ct without contrast,71250,0351,1731.00
101824,CT CHEST CT WITH CONTRAST,71260,0351,760.75
101825,CT Abdomen and pelvis ct without contrast,74176,0351,1706.50
101826,CT abdomen and pelvis ct with contrast,74177,0351,1504.00
101827,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1773.75
101828,CT Lumbar spine ct without contrast,72131,0351,767.50
101829,CT pelvis ct without contrast,72192,0351,856.25
101830,CT HEAD CT WITHOUT CONTRAST,70450,0351,1777.00
101831,CT Head ct with contrast,70460,0351,1136.75
101832,CT chest ct without contrast,71250,0351,2152.50
101833,CT CHEST CT WITH CONTRAST,71260,0351,1313.25
101834,CT Abdomen and pelvis ct without contrast,74176,0351,1646.00
101835,CT abdomen and pelvis ct with contrast,74177,0351,843.75
101836,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2173.50
101837,CT Lumbar spine ct without contrast,72131,0351,1789.00
101838,CT pelvis ct without contrast,72192,0351,1017.75
101839,CT HEAD CT WITHOUT CONTRAST,70450,0351,966.50
101840,CT Head ct with contrast,70460,0351,858.25
101841,CT chest ct without contrast,71250,0351,1176.00
101842,CT CHEST CT WITH CONTRAST,71260,0351,1365.75
101843,CT Abdomen and pelvis ct without contrast,74176,0351,1159.50
101844,CT abdomen and pelvis ct with contrast,74177,0351,1452.25
101845,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1833.00
101846,CT Lumbar spine ct without contrast,72131,0351,1825.75
101847,CT pelvis ct without contrast,72192,0351,1333.50
101848,CT HEAD CT WITHOUT CONTRAST,70450,0351,1416.00
101849,CT Head ct with contrast,70460,0351,579.75
101850,CT chest ct without contrast,71250,0351,1651.50
101851,CT CHEST CT WITH CONTRAST,71260,0351,2100.25
101852,CT Abdomen and pelvis ct without contrast,74176,0351,1858.00
101853,CT abdomen and pelvis ct with contrast,74177,0351,790.75
101854,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1869.50
101855,CT Lumbar spine ct without contrast,72131,0351,626.25
101856,CT pelvis ct without contrast,72192,0351,1986.00
101857,CT HEAD CT WITHOUT CONTRAST,70450,0351,1777.75
101858,CT Head ct with contrast,70460,0351,1043.50
101859,CT chest ct without contrast,71250,0351,998.00
101860,CT CHEST CT WITH CONTRAST,71260,0351,702.75
101861,CT Abdomen and pelvis ct without contrast,74176,0351,810.50
101862,CT abdomen and pelvis ct with contrast,74177,0351,1401.25
101863,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,648.00
101864,CT Lumbar spine ct without contrast,72131,0351,1637.75
101865,CT pelvis ct without contrast,72192,0351,1123.50
101866,CT HEAD CT WITHOUT CONTRAST,70450,0351,1231.25
101867,CT Head ct with contrast,70460,0351,1670.00
101868,CT chest ct without contrast,71250,0351,1891.75
101869,CT CHEST CT WITH CONTRAST,71260,0351,1536.50
101870,CT Abdomen and pelvis ct without contrast,74176,0351,1037.00
101871,CT abdomen and pelvis ct with contrast,74177,0351,1126.75
101872,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,733.50
101873,CT Lumbar spine ct without contrast,72131,0351,942.25
101874,CT pelvis ct without contrast,72192,0351,1587.00
101875,CT HEAD CT WITHOUT CONTRAST,70450,0351,936.75
101876,CT Head ct with contrast,70460,0351,1096.50
101877,CT chest ct without contrast,71250,0351,722.25
101878,CT CHEST CT WITH CONTRAST,71260,0351,1531.00
101879,CT Abdomen and pelvis ct without contrast,74176,0351,769.75
101880,CT abdomen and pelvis ct with contrast,74177,0351,1865.50
101881,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1694.00
101882,CT Lumbar spine ct without contrast,72131,0351,1625.75
101883,CT pelvis ct without contrast,72192,0351,1652.50
101884,CT HEAD CT WITHOUT CONTRAST,70450,0351,1960.25
101885,CT Head ct with contrast,70460,0351,686.00
101886,CT chest ct without contrast,71250,0351,1756.75
101887,CT CHEST CT WITH CONTRAST,71260,0351,1059.50
101888,CT Abdomen and pelvis ct without contrast,74176,0351,1813.25
101889,CT abdomen and pelvis ct with contrast,74177,0351,1509.00
101890,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2184.75
101891,CT Lumbar spine ct without contrast,72131,0351,1941.50
101892,CT pelvis ct without contrast,72192,0351,1474.00
101893,CT HEAD CT WITHOUT CONTRAST,70450,0351,1662.75
101894,CT Head ct with contrast,70460,0351,2153.50
101895,CT chest ct without contrast,71250,0351,1901.25
101896,CT CHEST CT WITH CONTRAST,71260,0351,1317.00
101897,CT Abdomen and pelvis ct without contrast,74176,0351,932.75
101898,CT abdomen and pelvis ct with contrast,74177,0351,1483.50
101899,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,643.25
101900,CT Lumbar spine ct without contrast,72131,0351,1280.00
101901,CT pelvis ct without contrast,72192,0351,865.75
101902,CT HEAD CT WITHOUT CONTRAST,70450,0351,1309.50
101903,CT Head ct with contrast,70460,0351,1500.00
101904,CT chest ct without contrast,71250,0351,2151.75
101905,CT CHEST CT WITH CONTRAST,71260,0351,2008.50
101906,CT Abdomen and pelvis ct without contrast,74176,0351,1629.25
101907,CT abdomen and pelvis ct with contrast,74177,0351,1154.00
101908,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1500.75
101909,CT Lumbar spine ct without contrast,72131,0351,1733.50
101910,CT pelvis ct without contrast,72192,0351,894.25
101911,CT HEAD CT WITHOUT CONTRAST,70450,0351,1128.00
101912,CT Head ct with contrast,70460,0351,2082.75
101913,CT chest ct without contrast,71250,0351,895.50
101914,CT CHEST CT WITH CONTRAST,71260,0351,1584.00
101915,CT Abdomen and pelvis ct without contrast,74176,0351,1350.75
101916,CT abdomen and pelvis ct with contrast,74177,0351,857.50
101917,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,981.25
101918,CT Lumbar spine ct without contrast,72131,0351,1160.00
101919,CT pelvis ct without contrast,72192,0351,1081.75
101920,CT HEAD CT WITHOUT CONTRAST,70450,0351,2053.50
101921,CT Head ct with contrast,70460,0351,809.25
101922,CT chest ct without contrast,71250,0351,2054.00
101923,CT CHEST CT WITH CONTRAST,71260,0351,1611.75
101924,CT Abdomen and pelvis ct without contrast,74176,0351,655.50
101925,CT abdomen and pelvis ct with contrast,74177,0351,2180.00
101926,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1097.75
101927,CT Lumbar spine ct without contrast,72131,0351,1689.50
101928,CT pelvis ct without contrast,72192,0351,1510.25
101929,CT HEAD CT WITHOUT CONTRAST,70450,0351,1095.00
101930,CT Head ct with contrast,70460,0351,1970.75
101931,CT chest ct without contrast,71250,0351,712.50
101932,CT CHEST CT WITH CONTRAST,71260,0351,1436.25
101933,CT Abdomen and pelvis ct without contrast,74176,0351,2023.00
101934,CT abdomen and pelvis ct with contrast,74177,0351,2226.75
101935,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1997.50
101936,CT Lumbar spine ct without contrast,72131,0351,847.00
101937,CT pelvis ct without contrast,72192,0351,1255.75
101938,CT HEAD CT WITHOUT CONTRAST,70450,0351,2099.50
101939,CT Head ct with contrast,70460,0351,1747.25
101940,CT chest ct without contrast,71250,0351,934.00
101941,CT CHEST CT WITH CONTRAST,71260,0351,1634.75
101942,CT Abdomen and pelvis ct without contrast,74176,0351,703.50
101943,CT abdomen and pelvis ct with contrast,74177,0351,1435.25
101944,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1720.00
101945,CT Lumbar spine ct without contrast,72131,0351,789.75
101946,CT pelvis ct without contrast,72192,0351,1766.50
101947,CT HEAD CT WITHOUT CONTRAST,70450,0351,806.00
101948,CT Head ct with contrast,70460,0351,798.75
101949,CT chest ct without contrast,71250,0351,642.50
101950,CT CHEST CT WITH CONTRAST,71260,0351,1394.25
101951,CT Abdomen and pelvis ct without contrast,74176,0351,1558.00
101952,CT abdomen and pelvis ct with contrast,74177,0351,1446.75
101953,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,957.50
101954,CT Lumbar spine ct without contrast,72131,0351,651.25
101955,CT pelvis ct without contrast,72192,0351,2011.00
101956,CT HEAD CT WITHOUT CONTRAST,70450,0351,1295.75
101957,CT Head ct with contrast,70460,0351,1297.50
101958,CT chest ct without contrast,71250,0351,1925.00
101959,CT CHEST CT WITH CONTRAST,71260,0351,2096.75
101960,CT Abdomen and pelvis ct without contrast,74176,0351,1946.50
101961,CT abdomen and pelvis ct with contrast,74177,0351,859.25
101962,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1049.00
101963,CT Lumbar spine ct without contrast,72131,0351,622.75
101964,CT pelvis ct without contrast,72192,0351,1627.50
101965,CT HEAD CT WITHOUT CONTRAST,70450,0351,1560.25
101966,CT Head ct with contrast,70460,0351,1853.00
101967,CT chest ct without contrast,71250,0351,1915.75
101968,CT CHEST CT WITH CONTRAST,71260,0351,1084.50
101969,CT Abdomen and pelvis ct without contrast,74176,0351,1883.00
101970,CT abdomen and pelvis ct with contrast,74177,0351,1565.75
101971,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,928.50
101972,CT Lumbar spine ct without contrast,72131,0351,1608.25
101973,CT pelvis ct without contrast,72192,0351,623.00
101974,CT HEAD CT WITHOUT CONTRAST,70450,0351,1776.75
101975,CT Head ct with contrast,70460,0351,1051.50
101976,CT chest ct without contrast,71250,0351,1448.25
101977,CT CHEST CT WITH CONTRAST,71260,0351,1351.00
101978,CT Abdomen and pelvis ct without contrast,74176,0351,1078.75
101979,CT abdomen and pelvis ct with contrast,74177,0351,2067.50
101980,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2198.00
101981,CT Lumbar spine ct without contrast,72131,0351,1238.75
101982,CT pelvis ct without contrast,72192,0351,1318.50
101983,CT HEAD CT WITHOUT CONTRAST,70450,0351,1209.25
101984,CT Head ct with contrast,70460,0351,618.00
101985,CT chest ct without contrast,71250,0351,1296.75
101986,CT CHEST CT WITH CONTRAST,71260,0351,893.50
101987,CT Abdomen and pelvis ct without contrast,74176,0351,1724.25
101988,CT abdomen and pelvis ct with contrast,74177,0351,605.00
101989,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1258.75
101990,CT Lumbar spine ct without contrast,72131,0351,1792.50
101991,CT pelvis ct without contrast,72192,0351,588.00
101992,CT HEAD CT WITHOUT CONTRAST,70450,0351,1759.75
101993,CT Head ct with contrast,70460,0351,1663.50
101994,CT chest ct without contrast,71250,0351,813.25
101995,CT CHEST CT WITH CONTRAST,71260,0351,1520.00
101996,CT Abdomen and pelvis ct without contrast,74176,0351,938.75
101997,CT abdomen and pelvis ct with contrast,74177,0351,1939.50
101998,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,715.25
101999,CT Lumbar spine ct without contrast,72131,0351,1839.00
102000,CT pelvis ct without contrast,72192,0351,631.75
102001,CT HEAD CT WITHOUT CONTRAST,70450,0351,1895.50
102002,CT Head ct with contrast,70460,0351,1512.00
102003,CT chest ct without contrast,71250,0351,1780.75
102004,CT CHEST CT WITH CONTRAST,71260,0351,1430.50
102005,CT Abdomen and pelvis ct without contrast,74176,0351,675.25
102006,CT abdomen and pelvis ct with contrast,74177,0351,1653.00
102007,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1323.75
102008,CT Lumbar spine ct without contrast,72131,0351,1342.50
102009,CT pelvis ct without contrast,72192,0351,1397.25
102010,CT HEAD CT WITHOUT CONTRAST,70450,0351,640.00
102011,CT Head ct with contrast,70460,0351,1204.75
102012,CT chest ct without contrast,71250,0351,2026.50
102013,CT CHEST CT WITH CONTRAST,71260,0351,1997.00
102014,CT Abdomen and pelvis ct without contrast,74176,0351,647.75
102015,CT abdomen and pelvis ct with contrast,74177,0351,1571.50
102016,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2075.25
102017,CT Lumbar spine ct without contrast,72131,0351,887.00
102018,CT pelvis ct without contrast,72192,0351,2004.75
102019,CT HEAD CT WITHOUT CONTRAST,70450,0351,909.50
102020,CT Head ct with contrast,70460,0351,1351.25
102021,CT chest ct without contrast,71250,0351,1259.00
102022,CT CHEST CT WITH CONTRAST,71260,0351,1058.75
102023,CT Abdomen and pelvis ct without contrast,74176,0351,1607.50
102024,CT abdomen and pelvis ct with contrast,74177,0351,1142.00
102025,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2186.75
102026,CT Lumbar spine ct without contrast,72131,0351,2148.50
102027,CT pelvis ct without contrast,72192,0351,1992.25
102028,CT HEAD CT WITHOUT CONTRAST,70450,0351,1578.00
102029,CT Head ct with contrast,70460,0351,1623.75
102030,CT chest ct without contrast,71250,0351,1839.50
102031,CT CHEST CT WITH CONTRAST,71260,0351,1817.25
102032,CT Abdomen and pelvis ct without contrast,74176,0351,916.00
102033,CT abdomen and pelvis ct with contrast,74177,0351,2190.75
102034,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1424.50
102035,CT Lumbar spine ct without contrast,72131,0351,710.00
102036,CT pelvis ct without contrast,72192,0351,602.75
102037,CT HEAD CT WITHOUT CONTRAST,70450,0351,598.50
102038,CT Head ct with contrast,70460,0351,1199.25
102039,CT chest ct without contrast,71250,0351,633.00
102040,CT CHEST CT WITH CONTRAST,71260,0351,885.75
102041,CT Abdomen and pelvis ct without contrast,74176,0351,1944.50
102042,CT abdomen and pelvis ct with contrast,74177,0351,1964.25
102043,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1763.00
102044,CT Lumbar spine ct without contrast,72131,0351,1908.75
102045,CT pelvis ct without contrast,72192,0351,1484.50
102046,CT HEAD CT WITHOUT CONTRAST,70450,0351,1597.00
102047,CT Head ct with contrast,70460,0351,2036.75
102048,CT chest ct without contrast,71250,0351,1952.50
102049,CT CHEST CT WITH CONTRAST,71260,0351,1804.25
102050,CT Abdomen and pelvis ct without contrast,74176,0351,1174.00
102051,CT abdomen and pelvis ct with contrast,74177,0351,1295.75
102052,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1997.50
102053,CT Lumbar spine ct without contrast,72131,0351,580.25
102054,CT pelvis ct without contrast,72192,0351,1884.00
102055,CT HEAD CT WITHOUT CONTRAST,70450,0351,1557.75
102056,CT Head ct with contrast,70460,0351,1383.50
102057,CT chest ct without contrast,71250,0351,1650.00
102058,CT CHEST CT WITH CONTRAST,71260,0351,1423.75
102059,CT Abdomen and pelvis ct without contrast,74176,0351,1378.50
102060,CT abdomen and pelvis ct with contrast,74177,0351,619.25
102061,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1682.00
102062,CT Lumbar spine ct without contrast,72131,0351,852.75
102063,CT pelvis ct without contrast,72192,0351,1412.50
102064,CT HEAD CT WITHOUT CONTRAST,70450,0351,1903.25
102065,CT Head ct with contrast,70460,0351,1858.00
102066,CT chest ct without contrast,71250,0351,1930.75
102067,CT CHEST CT WITH CONTRAST,71260,0351,687.50
102068,CT Abdomen and pelvis ct without contrast,74176,0351,1621.00
102069,CT abdomen and pelvis ct with contrast,74177,0351,974.75
102070,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1310.50
102071,CT Lumbar spine ct without contrast,72131,0351,997.25
102072,CT pelvis ct without contrast,72192,0351,618.00
102073,CT HEAD CT WITHOUT CONTRAST,70450,0351,1244.75
102074,CT Head ct with contrast,70460,0351,2055.50
102075,CT chest ct without contrast,71250,0351,1392.25
102076,CT CHEST CT WITH CONTRAST,71260,0351,1757.00
102077,CT Abdomen and pelvis ct without contrast,74176,0351,750.75
102078,CT abdomen and pelvis ct with contrast,74177,0351,671.50
102079,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1509.00
102080,CT Lumbar spine ct without contrast,72131,0351,1570.75
102081,CT pelvis ct without contrast,72192,0351,891.50
102082,CT HEAD CT WITHOUT CONTRAST,70450,0351,1808.25
102083,CT Head ct with contrast,70460,0351,1237.00
102084,CT chest ct without contrast,71250,0351,1645.75
102085,CT CHEST CT WITH CONTRAST,71260,0351,1933.50
102086,CT Abdomen and pelvis ct without contrast,74176,0351,1459.25
102087,CT abdomen and pelvis ct with contrast,74177,0351,602.00
102088,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1407.75
102089,CT Lumbar spine ct without contrast,72131,0351,1507.50
102090,CT pelvis ct without contrast,72192,0351,2051.00
102091,CT HEAD CT WITHOUT CONTRAST,70450,0351,1416.75
102092,CT Head ct with contrast,70460,0351,1559.50
102093,CT chest ct without contrast,71250,0351,834.25
102094,CT CHEST CT WITH CONTRAST,71260,0351,832.00
102095,CT Abdomen and pelvis ct without contrast,74176,0351,1344.75
102096,CT abdomen and pelvis ct with contrast,74177,0351,2141.50
102097,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1309.25
102098,CT Lumbar spine ct without contrast,72131,0351,1743.00
102099,CT pelvis ct without contrast,72192,0351,1181.75
102100,CT HEAD CT WITHOUT CONTRAST,70450,0351,1066.50
102101,CT Head ct with contrast,70460,0351,869.00
102102,CT chest ct without contrast,71250,0351,1253.75
102103,CT CHEST CT WITH CONTRAST,71260,0351,1467.50
102104,CT Abdomen and pelvis ct without contrast,74176,0351,2137.25
102105,CT abdomen and pelvis ct with contrast,74177,0351,1395.00
102106,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1652.75
102107,CT Lumbar spine ct without contrast,72131,0351,1790.50
102108,CT pelvis ct without contrast,72192,0351,1264.25
102109,CT HEAD CT WITHOUT CONTRAST,70450,0351,1926.00
102110,CT Head ct with contrast,70460,0351,1704.75
102111,CT chest ct without contrast,71250,0351,1742.50
102112,CT CHEST CT WITH CONTRAST,71260,0351,833.00
102113,CT Abdomen and pelvis ct without contrast,74176,0351,1308.75
102114,CT abdomen and pelvis ct with contrast,74177,0351,1970.50
102115,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,656.25
102116,CT Lumbar spine ct without contrast,72131,0351,1701.00
102117,CT pelvis ct without contrast,72192,0351,1557.75
102118,CT HEAD CT WITHOUT CONTRAST,70450,0351,1955.50
102119,CT Head ct with contrast,70460,0351,848.25
102120,CT chest ct without contrast,71250,0351,1320.00
102121,CT CHEST CT WITH CONTRAST,71260,0351,1980.75
102122,CT Abdomen and pelvis ct without contrast,74176,0351,1316.50
102123,CT abdomen and pelvis ct with contrast,74177,0351,1290.00
102124,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1110.75
102125,MR BRAIN MRI WITHOUT CONTRAST,70551,0610,2982.00
102126,MR Brain mri with and without contrast,70553,0610,1089.75
102127,MR cervical spine mri without contrast,72141,0610,2670.50
102128,MR CERVICAL SPINE MRI WITH CONTRAST,72142,0610,2980.25
102129,MR Lumbar spine mri without contrast,72148,0610,966.00
102130,MR lumbar spine mri with contrast,72149,0610,1141.75
102131,MR UPPER EXTREMITY MRI WITHOUT CONTRAST,73221,0610,2463.50
102132,MR Lower extremity mri without contrast,73721,0610,1421.25
102133,MR abdomen mri without contrast,74181,0610,1667.00
102134,MR ABDOMEN MRI WITH AND WITHOUT CONTRAST,74183,0610,2905.75
102135,MR Brain mri without contrast,70551,0610,2112.50
102136,MR brain mri with and without contrast,70553,0610,2165.00
102137,MR CERVICAL SPINE MRI WITHOUT CONTRAST,72141,0610,2506.75
102138,MR Cervical spine mri with contrast,72142,0610,2804.50
102139,MR lumbar spine mri without contrast,72148,0610,3042.25
102140,MR LUMBAR SPINE MRI WITH CONTRAST,72149,0610,2300.00
102141,MR Upper extremity mri without contrast,73221,0610,2084.75
102142,MR lower extremity mri without contrast,73721,0610,1801.50
102143,MR ABDOMEN MRI WITHOUT CONTRAST,74181,0610,3221.25
102144,MR Abdomen mri with and without contrast,74183,0610,2251.00
102145,MR brain mri without contrast,70551,0610,1458.75
102146,MR BRAIN MRI WITH AND WITHOUT CONTRAST,70553,0610,1474.50
102147,MR Cervical spine mri without contrast,72141,0610,1523.00
102148,MR cervical spine mri with contrast,72142,0610,1302.75
102149,MR LUMBAR SPINE MRI WITHOUT CONTRAST,72148,0610,1111.50
102150,MR Lumbar spine mri with contrast,72149,0610,879.25
102151,MR upper extremity mri without contrast,73221,0610,2076.00
102152,MR LOWER EXTREMITY MRI WITHOUT CONTRAST,73721,0610,836.75
102153,MR Abdomen mri without contrast,74181,0610,931.50
102154,MR abdomen mri with and without contrast,74183,0610,2562.25
102155,MR BRAIN MRI WITHOUT CONTRAST,70551,0610,1389.00
102156,MR Brain mri with and without contrast,70553,0610,1139.75
102157,MR cervical spine mri without contrast,72141,0610,1529.50
102158,MR CERVICAL SPINE MRI WITH CONTRAST,72142,0610,3056.00
102159,MR Lumbar spine mri without contrast,72148,0610,1452.75
102160,MR lumbar spine mri with contrast,72149,0610,964.50
102161,MR UPPER EXTREMITY MRI WITHOUT CONTRAST,73221,0610,2101.25
102162,MR Lower extremity mri without contrast,73721,0610,2813.00
102163,MR abdomen mri without contrast,74181,0610,2397.75
102164,MR ABDOMEN MRI WITH AND WITHOUT CONTRAST,74183,0610,1317.50
102165,MR Brain mri without contrast,70551,0610,1572.25
102166,MR brain mri with and without contrast,70553,0610,1696.00
102167,MR CERVICAL SPINE MRI WITHOUT CONTRAST,72141,0610,919.75
102168,MR Cervical spine mri with contrast,72142,0610,1130.50
102169,MR lumbar spine mri without contrast,72148,0610,3093.00
102170,MR LUMBAR SPINE MRI WITH CONTRAST,72149,0610,1773.75
102171,MR Upper extremity mri without contrast,73221,0610,815.50
102172,MR lower extremity mri without contrast,73721,0610,3002.25
102173,MR ABDOMEN MRI WITHOUT CONTRAST,74181,0610,2395.00
102174,MR Abdomen mri with and without contrast,74183,0610,2359.75
102175,MR brain mri without contrast,70551,0610,3029.50
102176,MR BRAIN MRI WITH AND WITHOUT CONTRAST,70553,0610,1064.25
102177,MR Cervical spine mri without contrast,72141,0610,1269.00
102178,MR cervical spine mri with contrast,72142,0610,1656.75
102179,MR LUMBAR SPINE MRI WITHOUT CONTRAST,72148,0610,3232.50
102180,MR Lumbar spine mri with contrast,72149,0610,2823.00
102181,MR upper extremity mri without contrast,73221,0610,1484.75
102182,MR LOWER EXTREMITY MRI WITHOUT CONTRAST,73721,0610,1894.50
102183,MR Abdomen mri without contrast,74181,0610,2676.25
102184,MR abdomen mri with and without contrast,74183,0610,2008.00
102185,MR BRAIN MRI WITHOUT CONTRAST,70551,0610,3209.75
